headword,pos,cefr,tier,tier_name,amirnet_level,is_connector,source
fighter,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
fighting,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
figurative,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
figure,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
filial,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
filling,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
film,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
film-maker,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
filter,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
final,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
finally,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
finance,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
financial,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
financially,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
finding,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
finely,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
finger,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fingernail,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fire brigade,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fire station,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
firearm,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
firefighter,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fireplace,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
firework,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
firm,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
firmly,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
firmness,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
first floor,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
first lady,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
first language,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
first name,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
first person,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
first-floor,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
firstly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fiscal,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fisherman,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
fit,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
fitness,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fix,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
fixed,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
flame,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
flap,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
flash,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
flavor/flavour,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
flaw,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
flawless,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
flax,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
flea,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
flee,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fleet,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
flesh,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
flexibility,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
flexible,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
flexibly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
flight,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
flip,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
float,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
flock,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
flood,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
flour,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
flow,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
flu,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fluency,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fluent,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fluently,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fluid,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
flunk,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
flute,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
flutter,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fog,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
fold,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
folder,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
folk,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
follow,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
follower,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
folly,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fond,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fondly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fondness,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fool,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
foolish,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
foolishly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
foot,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
footballer,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
footnote,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
forbid,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
forbidden,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
force,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
forcefully,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
forecast,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
forehead,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
foreman,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
foresee,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
forest,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
forestry,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
forever,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
forgive,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fork,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
formal,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
formally,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
format,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
formation,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
former,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
formerly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
formidable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
formula,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
forth,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
forthcoming,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fortnight,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fortunate,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fortunately,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
fortune,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
forward,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
foul,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
found,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
foundation,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fountain,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fox,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fragment,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fragrance,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
frame,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
frank,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
frankly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
frantically,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fraud,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
freak,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
freedom,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
freely,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
freeze,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
freezer,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
freezing,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
frequency,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
frequent,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
frequently,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fresh,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
freshman,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fridge,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
fried,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
friendliness,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
friendly,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
friendship,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
frigate,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fright,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
frighten,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
frightened,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
frightening,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
frontier,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
frost,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
frozen,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
frugal,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
frustrated,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
frustration,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fry,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
frying pan,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fuel,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fulfill/fulfil,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
full stop,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
full-time,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fully,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
fume,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
function,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
functional,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
functionality,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fund,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fundamental,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
funeral,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
funk,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
funky,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
fur,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
furious,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
furiously,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
furnish,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
furniture,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
furor/furore,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
further,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
furthermore,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
furthest,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
fuss,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gaiety,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gain,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gall,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gallery,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
gallon,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gambling,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gang,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gangster,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gap,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
garage,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
gardener,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gardening,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
garlic,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
garment,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gas,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
gasp,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gate,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
gateway,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gather,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
gaudy,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gay,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gaze,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gear,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gee,interjection,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gender,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
gene,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
general,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
generalization/generalisation,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
generalize/generalise,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
generally,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
generate,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
generation,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
generosity,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
generous,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
generously,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
genetic,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
genetically,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
genetics,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
genius,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
genre,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gentle,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
gentleman,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gently,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
genuine,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
genuinely,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
geographic,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
geographical,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
geography,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
geology,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
germ,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gesture,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
getaway,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
ghetto,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
giant,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gifted,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
giggle,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
ginger,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
giraffe,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
giveaway,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
given,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
glacis,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
glamorous/glamourous,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
glance,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
glare,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gleam,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
glee,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
glide,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
glimpse,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
glint,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
global,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
global warming,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
globally,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
globe,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
glocal,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gloomy,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
glorify,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
glorious,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
glory,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
glove,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
glow,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
goalkeeper,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
goat,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
god,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
goddess,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
godly,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
golden,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
golf,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
golfer,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
good-looking,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
goodness,interjection,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
goods,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
goodwill,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gook,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gorge,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gorgeous,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gorilla,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gossip,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
govern,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
government,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
governmental,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
governor,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gown,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
grab,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
grace,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
graceful,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gracefulness,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gradual,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gradually,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
graduate,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
graduation,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
grain,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gram/gramme,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
grand,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
grandchild,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
granddad,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
granddaughter,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
grandson,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
granny,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
grant,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
graph,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
graphic,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
graphically,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
graphics,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
grasp,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
grateful,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
gratitude,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
grave,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gravestone,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gravitation,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gravy,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
greatly,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
greatness,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
greedy,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
greenhouse,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
greeting,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
grief,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
grieve,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
grill,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
grilled,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
grim,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
grin,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
grip,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
grocery store,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
groom,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gross,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
ground floor,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
grouping,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
growing,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
grown-up,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
growth,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
guarantee,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
guard,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
guerrilla,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
guidance,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
guide,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
guidebook,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
guideline,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
guilt,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
guilty,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
guitarist,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gulp,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gum,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gun,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
gunshot,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
guts,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gym,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
gymnastic,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
gymnastics,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
habitant,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
habitat,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
hail,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
hairdresser,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
hairdryer,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
hairy,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
half-price,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
ham,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
hammer,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
handbag,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
handball,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
hand-held,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
handicap,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
handicapped,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
handicraft,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
handkerchief,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
handle,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
handout,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
handrail,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
handshake,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
handwriting,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
handy,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
hang,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
hanging,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
happily,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
happiness,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
harbor/harbour,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
hard drive,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
hardly,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
hardship,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
hardware,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
hard-working,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
harm,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
harmful,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
harmless,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
